mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_max_leaf_nodes,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
5.896527862548828,0.34748786068129534,0.022271108627319337,0.0015412726806430992,3,5,1,2,"{'max_depth': 3, 'max_leaf_nodes': 5, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.4058333333333333,0.376,0.37866666666666665,0.37816666666666665,0.4045,0.3886333333333334,0.01353571407630775,73
6.201709222793579,0.05965510152383063,0.023496294021606447,0.0008508381349758167,3,5,1,5,"{'max_depth': 3, 'max_leaf_nodes': 5, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.4058333333333333,0.376,0.37866666666666665,0.37816666666666665,0.4045,0.3886333333333334,0.01353571407630775,73
5.699168014526367,0.4498904058746941,0.020320034027099608,0.0009117503113528107,3,5,1,10,"{'max_depth': 3, 'max_leaf_nodes': 5, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.4058333333333333,0.376,0.37866666666666665,0.37816666666666665,0.4045,0.3886333333333334,0.01353571407630775,73
5.972816133499146,0.33456367947451626,0.022291088104248048,0.0026019658486795606,3,5,2,2,"{'max_depth': 3, 'max_leaf_nodes': 5, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.4058333333333333,0.376,0.37866666666666665,0.37816666666666665,0.4045,0.3886333333333334,0.01353571407630775,73
5.643512725830078,0.44152624538305935,0.021123838424682618,0.0015887581802942886,3,5,2,5,"{'max_depth': 3, 'max_leaf_nodes': 5, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.4058333333333333,0.376,0.37866666666666665,0.37816666666666665,0.4045,0.3886333333333334,0.01353571407630775,73
5.7693932056427,0.3773641505411789,0.023778963088989257,0.001494834854968951,3,5,2,10,"{'max_depth': 3, 'max_leaf_nodes': 5, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.4058333333333333,0.376,0.37866666666666665,0.37816666666666665,0.4045,0.3886333333333334,0.01353571407630775,73
5.593426942825317,0.4888874776509092,0.0229095458984375,0.0009907976998748123,3,5,4,2,"{'max_depth': 3, 'max_leaf_nodes': 5, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.4058333333333333,0.376,0.37866666666666665,0.37816666666666665,0.4045,0.3886333333333334,0.01353571407630775,73
6.189400625228882,0.0203258500246753,0.023303127288818358,0.0019190341473372362,3,5,4,5,"{'max_depth': 3, 'max_leaf_nodes': 5, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.4058333333333333,0.376,0.37866666666666665,0.37816666666666665,0.4045,0.3886333333333334,0.01353571407630775,73
5.831599187850952,0.42438114002270266,0.024253463745117186,0.0021176468093532077,3,5,4,10,"{'max_depth': 3, 'max_leaf_nodes': 5, 'min_samples_leaf': 4, 'min_samples_split': 10}",0.4058333333333333,0.376,0.37866666666666665,0.37816666666666665,0.4045,0.3886333333333334,0.01353571407630775,73
5.819152164459228,0.374521060341301,0.02675967216491699,0.003084722832429057,3,10,1,2,"{'max_depth': 3, 'max_leaf_nodes': 10, 'min_samples_leaf': 1, 'min_samples_split': 2}",0.5024166666666666,0.4915833333333333,0.48975,0.486,0.49766666666666665,0.4934833333333334,0.0058455586179214205,55
5.430741024017334,0.4028547241632983,0.023785114288330078,0.0007509549886076955,3,10,1,5,"{'max_depth': 3, 'max_leaf_nodes': 10, 'min_samples_leaf': 1, 'min_samples_split': 5}",0.5024166666666666,0.4915833333333333,0.48975,0.486,0.49766666666666665,0.4934833333333334,0.0058455586179214205,55
6.014792633056641,0.4021466165204248,0.025618648529052733,0.0021474753341622116,3,10,1,10,"{'max_depth': 3, 'max_leaf_nodes': 10, 'min_samples_leaf': 1, 'min_samples_split': 10}",0.5024166666666666,0.4915833333333333,0.48975,0.486,0.49766666666666665,0.4934833333333334,0.0058455586179214205,55
6.020579099655151,0.3855058902972898,0.025675344467163085,0.0021105211314931503,3,10,2,2,"{'max_depth': 3, 'max_leaf_nodes': 10, 'min_samples_leaf': 2, 'min_samples_split': 2}",0.5024166666666666,0.4915833333333333,0.48975,0.486,0.49766666666666665,0.4934833333333334,0.0058455586179214205,55
6.037074947357178,0.38688036429153544,0.026138925552368165,0.0025445937886962593,3,10,2,5,"{'max_depth': 3, 'max_leaf_nodes': 10, 'min_samples_leaf': 2, 'min_samples_split': 5}",0.5024166666666666,0.4915833333333333,0.48975,0.486,0.49766666666666665,0.4934833333333334,0.0058455586179214205,55
5.58976993560791,0.3801659285586301,0.02645702362060547,0.003937774200180486,3,10,2,10,"{'max_depth': 3, 'max_leaf_nodes': 10, 'min_samples_leaf': 2, 'min_samples_split': 10}",0.5024166666666666,0.4915833333333333,0.48975,0.486,0.49766666666666665,0.4934833333333334,0.0058455586179214205,55
5.804200458526611,0.4343347969391566,0.025081825256347657,0.000743419889433973,3,10,4,2,"{'max_depth': 3, 'max_leaf_nodes': 10, 'min_samples_leaf': 4, 'min_samples_split': 2}",0.5024166666666666,0.4915833333333333,0.48975,0.486,0.49766666666666665,0.4934833333333334,0.0058455586179214205,55
5.920116949081421,0.3571023701636257,0.024865341186523438,0.0006821016195554473,3,10,4,5,"{'max_depth': 3, 'max_leaf_nodes': 10, 'min_samples_leaf': 4, 'min_samples_split': 5}",0.5024166666666666,0.4915833333333333,0.48975,0.486,0.49766666666666665,0.4934833333333334,0.0058455586179214205,55
