mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
622.0443515300751,5.364962567355959,269.1980710029602,1.229910586738187,0.1,linear,"{'C': 0.1, 'kernel': 'linear'}",0.94175,0.9373333333333334,0.93975,0.944,0.9410833333333334,0.9407833333333334,0.0022064299973788546,3
1250.240618276596,0.9292783723366329,195.5947302341461,1.400609731049141,0.1,rbf,"{'C': 0.1, 'kernel': 'rbf'}",0.9575,0.9515833333333333,0.9541666666666667,0.9585833333333333,0.9565833333333333,0.9556833333333333,0.0025151761590614485,2
996.2483739376069,15.050912097883964,137.46331930160522,4.462167173851116,10.0,linear,"{'C': 10, 'kernel': 'linear'}",0.92475,0.9176666666666666,0.9204166666666667,0.92575,0.9245833333333333,0.9226333333333333,0.0030847294136691367,4
702.5996756076813,3.6598239308444613,337.33864254951476,1.5797423413469218,10.0,rbf,"{'C': 10, 'kernel': 'rbf'}",0.9840833333333333,0.9790833333333333,0.9831666666666666,0.9848333333333333,0.983,0.9828333333333333,0.0019881593944595607,1
